id,user_id,number_of_friends,percentage_overlap,network_type,created_at,updated_at,data_size,total_size,percentage_overlap_data_size
4457,184,4,0.108524478,olin,52:57.6,18:29.5,23590613,180495536,0.130699149
4430,973,3,0.122494432,olin,52:20.1,18:29.8,321131,743055,0.432176622
4458,184,5,0.124443684,olin,52:58.4,18:29.8,23647108,180495536,0.131012149
4459,184,6,0.124614858,olin,52:59.8,18:29.8,23647108,180495536,0.131012149
4431,973,4,0.129175947,olin,52:20.6,18:29.9,325229,743055,0.437691692
4433,973,6,0.138084633,olin,52:22.2,18:30.3,325229,743055,0.437691692
4461,184,8,0.141218761,olin,53:02.1,18:30.3,23753774,180495536,0.131603111
4462,184,9,0.144984594,olin,53:03.9,18:30.5,23775585,180495536,0.13172395
4463,184,10,0.148921602,olin,53:05.3,18:30.6,23817157,180495536,0.131954272
4464,184,11,0.153029784,olin,53:06.7,18:30.8,23921310,180495536,0.132531311
4465,184,12,0.153029784,olin,53:08.2,18:30.8,23921310,180495536,0.132531311
4466,184,13,0.154741527,olin,53:09.9,18:30.9,23921310,180495536,0.132531311
4468,184,15,0.162615543,olin,53:16.6,18:31.1,23947083,180495536,0.132674101
4469,184,16,0.162957891,olin,53:18.6,18:31.1,23947083,180495536,0.132674101
4471,184,18,0.166039028,olin,53:31.2,18:31.2,23958014,180495536,0.132734662
4472,184,19,0.166039028,olin,53:34.1,18:31.2,23958014,180495536,0.132734662
4473,184,20,0.166210202,olin,53:37.3,18:31.2,23958014,180495536,0.132734662
4434,973,7,0.178173719,olin,52:29.8,18:31.9,360211,743055,0.484770306
4436,973,9,0.178173719,olin,52:37.3,18:31.9,360211,743055,0.484770306
4474,184,21,0.180075317,olin,53:40.6,18:31.9,23991534,180495536,0.132920373
4475,184,22,0.18503937,olin,53:44.5,18:32.2,24007825,180495536,0.13301063
4476,184,23,0.185724067,olin,53:48.8,18:32.3,24007825,180495536,0.13301063
4437,973,10,0.191536748,olin,52:37.7,18:32.5,379506,743055,0.510737429
4438,973,11,0.191536748,olin,52:38.5,18:32.5,379506,743055,0.510737429
4441,973,14,0.19376392,olin,52:40.4,18:32.7,379506,743055,0.510737429
4443,973,16,0.19376392,olin,52:41.6,18:32.7,379506,743055,0.510737429
4444,973,17,0.200445434,olin,52:42.3,18:33.0,379506,743055,0.510737429
4445,973,18,0.200445434,olin,52:42.9,18:33.0,379506,743055,0.510737429
4446,973,19,0.202672606,olin,52:43.6,18:33.1,379506,743055,0.510737429
4447,973,20,0.213808463,olin,52:44.2,18:33.8,379506,743055,0.510737429
4448,973,21,0.213808463,olin,52:45.1,18:33.8,379506,743055,0.510737429
4410,1083,80,0.231417245,olin,50:28.8,18:34.7,42617690,74297422,0.57360927
4412,1083,82,0.231417245,olin,50:38.6,18:34.7,42617690,74297422,0.57360927
4413,1083,83,0.232408325,olin,50:42.8,18:34.8,42623918,74297422,0.573693095
4414,1083,84,0.232408325,olin,50:46.7,18:34.8,42623918,74297422,0.573693095
4415,1083,85,0.232408325,olin,50:51.5,18:34.8,42623918,74297422,0.573693095
4416,1083,86,0.232408325,olin,50:56.9,18:34.8,42623918,74297422,0.573693095
4417,1083,87,0.232408325,olin,51:02.2,18:34.8,42623918,74297422,0.573693095
4420,1083,90,0.232903865,olin,51:17.5,18:34.8,42623918,74297422,0.573693095
4421,1083,91,0.232903865,olin,51:24.3,18:34.8,42623918,74297422,0.573693095
4422,1083,92,0.233399405,olin,51:34.4,18:34.8,42623918,74297422,0.573693095
4423,1083,93,0.239345887,olin,51:39.0,18:35.2,42623918,74297422,0.573693095
4424,1083,94,0.239345887,olin,51:43.9,18:35.2,42623918,74297422,0.573693095
4425,1083,95,0.239345887,olin,51:48.4,18:35.3,42623918,74297422,0.573693095
4426,1083,96,0.239345887,olin,51:54.2,18:35.3,42623918,74297422,0.573693095
4477,184,24,0.278671688,olin,53:52.2,18:37.8,40834808,180495536,0.226237218
4478,184,25,0.279014036,olin,53:55.5,18:37.8,40834808,180495536,0.226237218
4479,184,26,0.279014036,olin,53:58.9,18:37.8,40834808,180495536,0.226237218
4449,973,22,0.300668151,olin,52:45.8,18:39.2,379506,743055,0.510737429
4451,973,24,0.300668151,olin,52:47.8,18:39.2,379506,743055,0.510737429
4452,973,25,0.300668151,olin,52:49.0,18:39.2,379506,743055,0.510737429
4453,973,26,0.300668151,olin,52:49.9,18:39.2,379506,743055,0.510737429
4482,184,29,0.359808285,olin,54:17.0,18:42.9,41274852,180495536,0.228675196
4483,184,30,0.359979459,olin,54:20.7,18:42.9,41274852,180495536,0.228675196
4484,184,31,0.366484081,olin,54:24.8,18:43.2,41344633,180495536,0.229061804
4485,184,32,0.371790483,olin,54:30.5,18:43.5,41354868,180495536,0.229118509
4486,184,33,0.372817528,olin,54:34.9,18:43.7,41354868,180495536,0.229118509
4487,184,34,0.372988702,olin,54:40.2,18:43.7,41354868,180495536,0.229118509
4489,184,36,0.372988702,olin,54:50.6,18:43.7,41354868,180495536,0.229118509
4491,184,38,0.373331051,olin,55:01.7,18:43.7,41354868,180495536,0.229118509
4492,184,39,0.373331051,olin,55:08.6,18:43.7,41354868,180495536,0.229118509
4493,184,40,0.376069839,olin,55:14.3,18:44.0,41373392,180495536,0.229221137
4494,184,41,0.376069839,olin,55:30.8,18:44.0,41373392,180495536,0.229221137
4495,184,42,0.377610407,olin,55:38.8,18:44.2,41396519,180495536,0.229349268
4496,184,43,0.377610407,olin,55:44.0,18:44.2,41396519,180495536,0.229349268
4498,184,45,0.377781582,olin,55:59.9,18:44.2,41396519,180495536,0.229349268
4499,184,46,0.377781582,olin,56:15.3,18:44.2,41396519,180495536,0.229349268
4501,184,48,0.423998631,olin,56:34.1,18:46.5,41734962,180495536,0.231224345
4502,184,49,0.423998631,olin,56:46.6,18:46.5,41734962,180495536,0.231224345
4503,184,50,0.423998631,olin,56:58.6,18:46.5,41734962,180495536,0.231224345
4504,184,51,0.424683328,olin,57:09.7,18:46.5,41738233,180495536,0.231242467
4505,184,52,0.430332078,olin,57:39.7,18:46.7,42474205,180495536,0.235319975
4507,184,54,0.430332078,olin,58:02.7,18:46.7,42474205,180495536,0.235319975
4508,184,55,0.44128723,olin,58:15.1,18:47.1,42487020,180495536,0.235390974
4509,184,56,0.44128723,olin,58:22.8,18:47.1,42487020,180495536,0.235390974
4511,184,58,0.441458405,olin,58:52.7,18:47.1,42487020,180495536,0.235390974
4512,184,59,0.441458405,olin,59:04.4,18:47.1,42487020,180495536,0.235390974
4513,184,60,0.441458405,olin,59:15.2,18:47.1,42487020,180495536,0.235390974
4515,184,62,0.443170147,olin,59:39.0,18:47.2,42487020,180495536,0.235390974
4516,184,63,0.443341321,olin,59:47.8,18:47.2,42493030,180495536,0.235424271
4338,1083,8,0.058473736,olin,45:45.6,18:29.1,34838739,74297422,0.468909123
4553,227,4,0.24734867,olin,07:11.8,18:35.8,48887791,157713986,0.309977525
4554,227,5,0.248817099,olin,07:13.6,18:36.0,48887791,157713986,0.309977525
4555,227,6,0.249632893,olin,07:14.9,18:36.0,48897439,157713986,0.310038699
4556,227,7,0.24995921,olin,07:16.6,18:36.0,48897439,157713986,0.310038699
4557,227,8,0.251753957,olin,07:19.9,18:36.2,48912650,157713986,0.310135146
4558,227,9,0.251753957,olin,07:20.1,18:36.3,48912650,157713986,0.310135146
4559,227,10,0.251753957,olin,07:23.3,18:36.3,48912650,157713986,0.310135146
4562,227,13,0.254201338,olin,07:47.5,18:36.4,48967648,157713986,0.310483865
4563,227,14,0.25518029,olin,07:49.3,18:36.4,48967648,157713986,0.310483865
4564,227,15,0.256159243,olin,07:51.2,18:36.4,48976781,157713986,0.310541774
4565,227,16,0.256159243,olin,07:53.1,18:36.4,48976781,157713986,0.310541774
4566,227,17,0.256159243,olin,07:55.1,18:36.4,48976781,157713986,0.310541774
4567,227,18,0.257138195,olin,07:58.5,18:36.5,48976781,157713986,0.310541774
4568,227,19,0.257138195,olin,08:02.3,18:36.5,48976781,157713986,0.310541774
4569,227,20,0.257627672,olin,08:06.4,18:36.5,48976781,157713986,0.310541774
4570,227,21,0.257627672,olin,08:27.8,18:36.5,48976781,157713986,0.310541774
4573,227,24,0.257627672,olin,08:42.0,18:36.5,48976781,157713986,0.310541774
4572,227,23,0.257627672,olin,08:37.5,18:36.5,48976781,157713986,0.310541774
4574,227,25,0.257627672,olin,08:45.1,18:36.5,48976781,157713986,0.310541774
4576,227,27,0.261054006,olin,08:53.1,18:36.7,48976781,157713986,0.310541774
4578,227,29,0.265948768,olin,09:12.8,18:37.0,49007694,157713986,0.310737781
4579,227,30,0.266111927,olin,09:16.5,18:37.0,49007694,157713986,0.310737781
4580,227,31,0.266111927,olin,09:20.7,18:37.0,49007694,157713986,0.310737781
4582,227,33,0.266111927,olin,09:31.4,18:37.0,49007694,157713986,0.310737781
4583,227,34,0.266111927,olin,09:37.5,18:37.0,49007694,157713986,0.310737781
4584,227,35,0.267743514,olin,09:42.3,18:37.1,49030098,157713986,0.310879835
4585,227,36,0.267743514,olin,09:52.7,18:37.1,49030098,157713986,0.310879835
4587,227,38,0.272964595,olin,10:05.0,18:37.5,49030098,157713986,0.310879835
4588,227,39,0.272964595,olin,10:16.6,18:37.5,49030098,157713986,0.310879835
4589,227,40,0.272964595,olin,10:24.2,18:37.5,49030098,157713986,0.310879835
4590,227,41,0.273290912,olin,10:31.9,18:37.5,49030098,157713986,0.310879835
4592,227,43,0.273290912,olin,10:44.3,18:37.5,49030098,157713986,0.310879835
4593,227,44,0.273454071,olin,10:52.4,18:37.5,49030098,157713986,0.310879835
4594,227,45,0.277043563,olin,10:57.7,18:37.7,49091652,157713986,0.311270124
4596,227,47,0.279817262,olin,11:14.8,18:37.9,49091652,157713986,0.311270124
4598,227,49,0.281612008,olin,11:27.2,18:38.0,49099159,157713986,0.311317723
4599,227,50,0.282101485,olin,11:34.2,18:38.0,49104023,157713986,0.311348564
4600,227,51,0.282264643,olin,11:41.4,18:38.0,49104023,157713986,0.311348564
4602,227,53,0.282590961,olin,11:58.2,18:38.1,49108807,157713986,0.311378897
4604,227,55,0.28275412,olin,12:14.0,18:38.1,49108807,157713986,0.311378897
4605,227,56,0.28275412,olin,12:24.8,18:38.1,49108807,157713986,0.311378897
4606,227,57,0.28275412,olin,12:33.3,18:38.1,49108807,157713986,0.311378897
4607,227,58,0.283080437,olin,12:45.4,18:38.1,49108807,157713986,0.311378897
4608,227,59,0.283080437,olin,12:54.1,18:38.1,49108807,157713986,0.311378897
4609,227,60,0.283243596,olin,13:06.5,18:38.1,49108807,157713986,0.311378897
4610,227,61,0.286833089,olin,13:14.6,18:38.3,49304669,157713986,0.312620778
4613,227,64,0.287159406,olin,13:41.8,18:38.3,49304669,157713986,0.312620778
4614,227,65,0.288627835,olin,13:49.1,18:38.4,49323320,157713986,0.312739036
4615,227,66,0.288627835,olin,13:58.9,18:38.4,49323320,157713986,0.312739036
4616,227,67,0.288627835,olin,14:07.2,18:38.4,49323320,157713986,0.312739036
4617,227,68,0.288627835,olin,14:18.7,18:38.4,49323320,157713986,0.312739036
4618,227,69,0.292869962,olin,14:27.5,18:38.7,49330927,157713986,0.312787269
4619,227,70,0.293033121,olin,14:38.3,18:38.7,49330927,157713986,0.312787269
4622,227,73,0.293033121,olin,15:05.3,18:38.7,49330927,157713986,0.312787269
4623,227,74,0.299069995,olin,15:19.6,18:39.1,50000844,157713986,0.317034939
4624,227,75,0.299069995,olin,15:29.8,18:39.1,50000844,157713986,0.317034939
4517,184,64,0.443341321,olin,59:55.7,18:47.2,42493030,180495536,0.235424271
4518,184,65,0.443341321,olin,00:10.0,18:47.2,42493030,180495536,0.235424271
4519,184,66,0.443341321,olin,00:21.5,18:47.2,42493030,180495536,0.235424271
4522,184,69,0.450701814,olin,00:52.7,18:47.4,43642035,180495536,0.241790107
4523,184,70,0.450701814,olin,01:00.0,18:47.4,43642035,180495536,0.241790107
4524,184,71,0.450701814,olin,01:09.1,18:47.4,43642035,180495536,0.241790107
4525,184,72,0.451044163,olin,01:21.9,18:47.5,43648165,180495536,0.241824069
4526,184,73,0.451044163,olin,01:33.5,18:47.5,43648165,180495536,0.241824069
4527,184,74,0.451044163,olin,01:41.6,18:47.5,43648165,180495536,0.241824069
4528,184,75,0.454467648,olin,01:50.4,18:47.6,43674217,180495536,0.241968405
4531,184,78,0.454467648,olin,02:32.6,18:47.6,43674217,180495536,0.241968405
4532,184,79,0.46097227,olin,02:50.0,18:48.1,43724364,180495536,0.242246235
4533,184,80,0.46097227,olin,03:00.0,18:48.1,43724364,180495536,0.242246235
4534,184,81,0.46097227,olin,03:09.8,18:48.1,43724364,180495536,0.242246235
4535,184,82,0.461485793,olin,03:22.7,18:48.1,43724364,180495536,0.242246235
4536,184,83,0.461656967,olin,03:33.8,18:48.1,43724364,180495536,0.242246235
4537,184,84,0.461656967,olin,03:44.2,18:48.1,43724364,180495536,0.242246235
4539,184,86,0.461828141,olin,04:11.2,18:48.1,43724364,180495536,0.242246235
4542,184,89,0.463197535,olin,04:55.7,18:48.1,43819254,180495536,0.242771954
4543,184,90,0.463197535,olin,05:07.5,18:48.1,43819254,180495536,0.242771954
4544,184,91,0.463197535,olin,05:29.0,18:48.1,43819254,180495536,0.242771954
4545,184,92,0.463197535,olin,05:40.9,18:48.1,43819254,180495536,0.242771954
4546,184,93,0.463197535,olin,05:52.0,18:48.1,43819254,180495536,0.242771954
4548,184,95,0.463539884,olin,06:29.2,18:48.1,43819254,180495536,0.242771954
4549,184,96,0.464395755,olin,06:44.3,18:48.2,43819254,180495536,0.242771954
4439,973,12,0.19376392,olin,52:39.1,18:32.7,379506,743055,0.510737429
4640,234,4,0.167798381,olin,18:14.6,18:31.4,30339447,430962381,0.070399293
4643,234,7,0.183860016,olin,18:21.7,18:32.2,33015487,430962381,0.076608745
4644,234,8,0.184512928,olin,18:23.5,18:32.2,33021368,430962381,0.076622391
4645,234,9,0.184512928,olin,18:26.2,18:32.2,33021368,430962381,0.076622391
4646,234,10,0.259336641,olin,18:29.2,18:36.6,48159093,430962381,0.111747788
4647,234,11,0.263776443,olin,18:32.6,18:36.9,48196637,430962381,0.111834905
4648,234,12,0.264037608,olin,18:35.2,18:36.9,48196637,430962381,0.111834905
4650,234,14,0.268216244,olin,18:40.3,18:37.1,48219875,430962381,0.111888826
4651,234,15,0.268216244,olin,18:43.8,18:37.1,48219875,430962381,0.111888826
4653,234,17,0.274353617,olin,18:53.4,18:37.5,48411169,430962381,0.112332703
4654,234,18,0.276573518,olin,18:57.2,18:37.6,48443155,430962381,0.112406923
4655,234,19,0.276965265,olin,19:00.8,18:37.7,48443155,430962381,0.112406923
4656,234,20,0.276965265,olin,19:04.9,18:37.7,48443155,430962381,0.112406923
4657,234,21,0.278532254,olin,19:12.3,18:37.8,48443155,430962381,0.112406923
4658,234,22,0.279185166,olin,19:15.8,18:37.8,48448948,430962381,0.112420365
4659,234,23,0.279185166,olin,19:20.4,18:37.8,48448948,430962381,0.112420365
4661,234,25,0.279576913,olin,19:35.6,18:37.8,48455179,430962381,0.112434823
4663,234,27,0.280099243,olin,19:49.2,18:37.9,48455179,430962381,0.112434823
4664,234,28,0.282057979,olin,19:54.8,18:38.0,48480614,430962381,0.112493842
4665,234,29,0.282580308,olin,19:59.7,18:38.1,48485122,430962381,0.112504302
4667,234,31,0.283102638,olin,20:12.2,18:38.1,48490216,430962381,0.112516122
4668,234,32,0.283363803,olin,20:18.2,18:38.1,48494166,430962381,0.112525288
4669,234,33,0.296683207,olin,20:29.2,18:38.9,57930300,430962381,0.134420781
4670,234,34,0.297336119,olin,20:34.5,18:38.9,57934991,430962381,0.134431666
4671,234,35,0.298250196,olin,20:39.6,18:39.0,57939034,430962381,0.134441048
4673,234,37,0.298380778,olin,20:50.3,18:39.0,57939034,430962381,0.134441048
4625,227,76,0.299069995,olin,15:42.6,18:39.1,50000844,157713986,0.317034939
4627,227,78,0.299069995,olin,16:10.1,18:39.1,50000844,157713986,0.317034939
4628,227,79,0.299233154,olin,16:26.1,18:39.1,50000844,157713986,0.317034939
4629,227,80,0.29972263,olin,16:34.6,18:39.1,50000844,157713986,0.317034939
4630,227,81,0.300048948,olin,16:43.8,18:39.1,50009217,157713986,0.317088029
4632,227,83,0.300048948,olin,17:16.3,18:39.1,50009217,157713986,0.317088029
4635,227,86,0.300048948,olin,17:44.8,18:39.1,50009217,157713986,0.317088029
4674,234,38,0.331418125,olin,20:56.3,18:41.5,58320944,430962381,0.135327227
4636,227,87,0.300048948,olin,17:56.5,18:39.1,50009217,157713986,0.317088029
4633,227,84,0.300048948,olin,17:24.7,18:39.1,50009217,157713986,0.317088029
4675,234,39,0.33167929,olin,21:02.1,18:41.6,58320944,430962381,0.135327227
4676,234,40,0.331809872,olin,21:10.9,18:41.6,58320944,430962381,0.135327227
4677,234,41,0.331940454,olin,21:31.9,18:41.6,58320944,430962381,0.135327227
4678,234,42,0.332201619,olin,21:39.2,18:41.6,58326282,430962381,0.135339613
4680,234,44,0.332332202,olin,21:53.2,18:41.6,58326282,430962381,0.135339613
4681,234,45,0.333507443,olin,21:59.4,18:41.6,58345713,430962381,0.135384701
4683,234,47,0.334029773,olin,22:25.2,18:41.6,58345713,430962381,0.135384701
4684,234,48,0.334290938,olin,22:33.3,18:41.6,58345713,430962381,0.135384701
4685,234,49,0.334290938,olin,22:41.1,18:41.6,58345713,430962381,0.135384701
4686,234,50,0.334290938,olin,22:56.2,18:41.7,58345713,430962381,0.135384701
4687,234,51,0.343301123,olin,23:04.1,18:42.2,58378081,430962381,0.135459807
4689,234,53,0.36328023,olin,23:20.0,18:43.0,68962150,430962381,0.160018955
4690,234,54,0.363541395,olin,23:28.8,18:43.0,68962150,430962381,0.160018955
4691,234,55,0.363541395,olin,23:37.3,18:43.0,68962150,430962381,0.160018955
4693,234,57,0.364716636,olin,23:54.4,18:43.1,68968832,430962381,0.16003446
4694,234,58,0.364716636,olin,24:09.5,18:43.1,68968832,430962381,0.16003446
4695,234,59,0.365369548,olin,24:17.7,18:43.2,68968832,430962381,0.16003446
4696,234,60,0.367067119,olin,24:26.6,18:43.3,68984038,430962381,0.160069744
4698,234,62,0.367067119,olin,24:45.4,18:43.3,68984038,430962381,0.160069744
4699,234,63,0.367067119,olin,24:59.7,18:43.3,68984038,430962381,0.160069744
4700,234,64,0.367067119,olin,25:09.9,18:43.3,68984038,430962381,0.160069744
4701,234,65,0.367067119,olin,25:24.0,18:43.3,68984038,430962381,0.160069744
4703,234,67,0.371245756,olin,26:01.8,18:43.5,69044669,430962381,0.160210431
4704,234,68,0.371245756,olin,26:15.0,18:43.5,69044669,430962381,0.160210431
4706,234,70,0.372943327,olin,26:38.2,18:43.7,69060789,430962381,0.160247836
4707,234,71,0.37307391,olin,26:38.8,18:43.7,69060789,430962381,0.160247836
4708,234,72,0.373204492,olin,26:48.4,18:43.7,69060789,430962381,0.160247836
4709,234,73,0.373204492,olin,26:58.9,18:43.7,69060789,430962381,0.160247836
4710,234,74,0.373204492,olin,27:10.9,18:43.7,69060789,430962381,0.160247836
4711,234,75,0.373204492,olin,27:30.3,18:43.7,69060789,430962381,0.160247836
4713,234,77,0.377121964,olin,27:56.6,18:44.1,69065429,430962381,0.160258603
4715,234,79,0.377513711,olin,28:20.5,18:44.1,69065429,430962381,0.160258603
4716,234,80,0.377513711,olin,28:32.6,18:44.1,69065429,430962381,0.160258603
4717,234,81,0.377513711,olin,28:49.5,18:44.1,69065429,430962381,0.160258603
4718,234,82,0.377513711,olin,29:06.1,18:44.1,69065429,430962381,0.160258603
4719,234,83,0.377513711,olin,29:38.3,18:44.1,69065429,430962381,0.160258603
4720,234,84,0.377513711,olin,29:52.8,18:44.1,69065429,430962381,0.160258603
4721,234,85,0.377513711,olin,30:11.3,18:44.1,69065429,430962381,0.160258603
4724,234,88,0.383259337,olin,31:15.8,18:44.5,69078244,430962381,0.160288338
4725,234,89,0.383259337,olin,31:39.4,18:44.5,69078244,430962381,0.160288338
4726,234,90,0.385348655,olin,31:52.1,18:44.7,83830202,430962381,0.194518607
4727,234,91,0.385348655,olin,32:05.2,18:44.7,83830202,430962381,0.194518607
4728,234,92,0.386262732,olin,32:20.9,18:44.7,83837217,430962381,0.194534884
4729,234,93,0.386262732,olin,32:34.7,18:44.7,83837217,430962381,0.194534884
4731,234,95,0.386785061,olin,33:07.9,18:44.7,83846945,430962381,0.194557457
4540,184,87,0.461999315,olin,04:21.9,18:48.1,43724364,180495536,0.242246235
4638,234,2,0.128362497,olin,18:07.3,18:29.9,26782145,430962381,0.062144972
4747,355,1,0,olin,37:49.5,37:49.6,,,
4748,355,2,0,olin,37:50.1,37:50.1,,,
4749,355,3,0,olin,37:53.5,37:53.5,,,
4750,355,4,0,olin,38:02.2,38:02.2,,,
4751,355,5,0,olin,38:04.1,38:04.1,,,
4752,355,6,0,olin,38:04.8,38:05.6,,,
4753,355,7,0,olin,38:17.2,38:17.2,,,
4754,355,8,0,olin,38:17.5,38:17.6,,,
4755,355,9,0,olin,38:20.0,38:20.0,,,
4756,355,10,0,olin,38:20.9,38:21.0,,,
4757,355,11,0,olin,38:22.5,38:22.5,,,
4758,355,12,0,olin,38:25.4,38:25.4,,,
4759,355,13,0,olin,38:26.1,38:26.1,,,
4760,355,14,0,olin,38:27.8,38:27.8,,,
4761,355,15,0,olin,38:28.8,38:28.8,,,
4762,355,16,0,olin,38:41.0,38:41.0,,,
4763,355,17,0,olin,38:45.8,38:45.8,,,
4764,355,18,0,olin,38:49.4,38:49.4,,,
4765,355,19,0,olin,38:55.4,38:55.5,,,
4766,355,20,0,olin,38:56.7,38:56.7,,,
4767,355,21,0,olin,38:57.4,38:57.4,,,
4768,355,22,0,olin,38:59.8,38:59.8,,,
4769,355,23,0,olin,39:00.7,39:00.7,,,
4770,355,24,0,olin,39:02.0,39:02.0,,,
4771,355,25,0,olin,39:04.7,39:04.7,,,
4772,355,26,0,olin,39:06.6,39:06.6,,,
4773,355,27,0,olin,39:07.4,39:07.4,,,
4774,355,28,0,olin,39:08.1,39:08.1,,,
4775,355,29,0,olin,39:08.3,39:08.3,,,
4776,355,30,0,olin,39:08.8,39:08.8,,,
4777,355,31,0,olin,39:09.3,39:09.3,,,
4778,355,32,0,olin,39:09.5,39:09.5,,,
4779,355,33,0,olin,39:12.9,39:12.9,,,
4780,355,34,0,olin,39:13.9,39:13.9,,,
4781,355,35,0,olin,39:26.3,39:26.3,,,
4782,355,36,0,olin,39:26.6,39:26.7,,,
4783,355,37,0,olin,39:27.9,39:27.9,,,
4784,355,38,0,olin,39:28.8,39:28.8,,,
4785,355,39,0,olin,39:29.9,39:29.9,,,
4786,355,40,0,olin,39:30.1,39:30.2,,,
4787,355,41,0,olin,39:30.5,39:30.5,,,
4788,355,42,0,olin,39:31.1,39:31.1,,,
4789,355,43,0,olin,39:31.4,39:31.4,,,
4790,355,44,0,olin,39:31.7,39:31.7,,,
4791,355,45,0,olin,39:32.0,39:32.0,,,
4792,355,46,0,olin,39:32.4,39:32.4,,,
4793,355,47,0,olin,39:32.8,39:32.8,,,
4794,355,48,0,olin,39:33.2,39:33.2,,,
4795,355,49,0,olin,39:33.5,39:33.5,,,
4796,355,50,0,olin,39:34.1,39:34.1,,,
4797,355,51,0,olin,39:34.4,39:34.4,,,
4798,355,52,0,olin,39:35.2,39:35.2,,,
4799,355,53,0,olin,39:35.8,39:35.8,,,
4803,519,4,0.17589852,olin,39:43.8,18:31.8,3019168,142124730,0.021243087
4804,519,5,0.176321353,olin,39:45.2,18:31.8,3019168,142124730,0.021243087
4641,234,5,0.181770697,olin,18:17.4,18:32.0,31590381,430962381,0.073301946
4805,519,6,0.197040169,olin,39:46.3,18:32.8,3073346,142124730,0.021624287
4807,519,8,0.206765328,olin,39:53.1,18:33.4,3102826,142124730,0.021831711
4808,519,9,0.212684989,olin,39:55.2,18:33.8,3137707,142124730,0.022077136
4809,519,10,0.215221987,olin,39:56.6,18:33.9,3142481,142124730,0.022110726
4811,519,12,0.219027484,olin,39:59.8,18:34.1,3150508,142124730,0.022167205
4812,519,13,0.221564482,olin,40:01.6,18:34.2,3162270,142124730,0.022249963
4813,519,14,0.221564482,olin,40:03.2,18:34.2,3162270,142124730,0.022249963
4814,519,15,0.225369979,olin,40:06.5,18:34.4,3189230,142124730,0.022439656
4815,519,16,0.226638478,olin,40:09.3,18:34.5,3189230,142124730,0.022439656
4817,519,18,0.230021142,olin,40:18.0,18:34.7,3195023,142124730,0.022480416
4818,519,19,0.230866808,olin,40:20.2,18:34.7,3195239,142124730,0.022481935
4820,519,21,0.23255814,olin,40:25.0,18:34.8,3195239,142124730,0.022481935
4821,519,22,0.235940803,olin,40:30.2,18:35.0,3449927,142124730,0.024273939
4822,519,23,0.235940803,olin,40:32.3,18:35.0,3449927,142124730,0.024273939
4823,519,24,0.236363636,olin,40:35.4,18:35.1,3449927,142124730,0.024273939
4824,519,25,0.236363636,olin,40:37.8,18:35.1,3449927,142124730,0.024273939
4825,519,26,0.236786469,olin,40:43.1,18:35.1,3449927,142124730,0.024273939
4828,519,29,0.241437632,olin,40:51.1,18:35.4,3479743,142124730,0.024483726
4829,519,30,0.241860465,olin,40:56.5,18:35.4,3479743,142124730,0.024483726
4830,519,31,0.241860465,olin,40:59.9,18:35.4,3479743,142124730,0.024483726
4831,519,32,0.242283298,olin,41:02.7,18:35.5,3479743,142124730,0.024483726
4832,519,33,0.243128964,olin,41:03.2,18:35.6,3479743,142124730,0.024483726
4833,519,34,0.243128964,olin,41:09.1,18:35.6,3479743,142124730,0.024483726
4733,234,97,0.391877775,olin,33:40.3,18:45.0,84428795,430962381,0.195907575
4735,234,99,0.392008357,olin,34:11.2,18:45.0,84428795,430962381,0.195907575
4736,234,100,0.39213894,olin,34:25.1,18:45.0,84428795,430962381,0.195907575
4737,234,101,0.39213894,olin,34:52.1,18:45.0,84428795,430962381,0.195907575
4738,234,102,0.392269522,olin,35:07.0,18:45.0,84428795,430962381,0.195907575
4739,234,103,0.39488117,olin,35:20.1,18:45.1,84436282,430962381,0.195924948
4740,234,104,0.39488117,olin,35:39.4,18:45.1,84436282,430962381,0.195924948
4741,234,105,0.39488117,olin,35:57.7,18:45.1,84436282,430962381,0.195924948
4745,234,109,0.401279707,olin,37:19.4,18:45.6,84456857,430962381,0.19597269
4746,234,110,0.401279707,olin,37:47.0,18:45.6,84456857,430962381,0.19597269
4801,519,2,0.175052854,olin,39:40.4,18:31.7,3019168,142124730,0.021243087
4835,519,36,0.249048626,olin,41:15.1,18:36.0,3523831,142124730,0.024793933
4837,519,38,0.249894292,olin,41:23.2,18:36.0,3523831,142124730,0.024793933
4838,519,39,0.249894292,olin,41:27.5,18:36.0,3523831,142124730,0.024793933
4839,519,40,0.249894292,olin,41:30.5,18:36.0,3523831,142124730,0.024793933
4840,519,41,0.249894292,olin,41:33.8,18:36.0,3523831,142124730,0.024793933
4841,519,42,0.250317125,olin,41:38.1,18:36.1,3523831,142124730,0.024793933
4842,519,43,0.250317125,olin,41:45.5,18:36.1,3523831,142124730,0.024793933
4846,519,47,0.258350951,olin,42:10.9,18:36.5,3576996,142124730,0.025168006
4847,519,48,0.258350951,olin,42:14.6,18:36.5,3576996,142124730,0.025168006
4848,519,49,0.258350951,olin,42:18.5,18:36.5,3576996,142124730,0.025168006
4849,519,50,0.258350951,olin,42:21.9,18:36.5,3576996,142124730,0.025168006
4850,519,51,0.258350951,olin,42:30.0,18:36.5,3576996,142124730,0.025168006
4851,519,52,0.258773784,olin,42:33.4,18:36.5,3577212,142124730,0.025169525
4852,519,53,0.258773784,olin,42:36.7,18:36.6,3577212,142124730,0.025169525
4855,519,56,0.258773784,olin,42:48.0,18:36.6,3577212,142124730,0.025169525
